Physical Time: Physical Time (s);Particle Mass Flow 1 Monitor: Particle Mass Flow of Mass Flow Rate of Quarzmehl (kg/s);;dt;;;
5,486;8,65E-05;0,036096962;0,001;8,65E-08;;
5,487;8,61E-05;0,036183032;0,001;8,61E-08;;
5,488;8,83E-05;0,036271297;0,001;8,83E-08;;
5,489;8,12E-05;0,036352536;0,001;8,12E-08;;
5,49;9,09E-05;0,036443436;0,001;9,09E-08;;
5,491;8,74E-05;0,036530823;0,001;8,74E-08;;
5,492;8,83E-05;0,036619088;0,001;8,83E-08;;
5,493;8,69E-05;0,036706036;0,001;8,69E-08;;
5,494;8,78E-05;0,036793862;0,001;8,78E-08;;
5,495;8,43E-05;0,036878175;0,001;8,43E-08;;
5,496;9,00E-05;0,036968197;0,001;9,00E-08;;
5,497;8,61E-05;0,037054267;0,001;8,61E-08;;
5,498;8,56E-05;0,037139897;0,001;8,56E-08;;
5,499;8,39E-05;0,037223771;0,001;8,39E-08;;
5,5;8,39E-05;0,037307645;0,001;8,39E-08;;
5,501;7,51E-05;0,037382736;0,001;7,51E-08;;
5,502;8,26E-05;0,037465293;0,001;8,26E-08;;
5,503;8,74E-05;0,03755268;0,001;8,74E-08;;
5,504;8,65E-05;0,037639188;0,001;8,65E-08;;
5,505;8,52E-05;0,03772438;0,001;8,52E-08;;
5,506;8,78E-05;0,037812206;0,001;8,78E-08;;
5,507;8,30E-05;0,037895201;0,001;8,30E-08;;
5,508;8,12E-05;0,037976441;0,001;8,12E-08;;
5,509;7,99E-05;0,038056362;0,001;7,99E-08;;
5,51;8,56E-05;0,038141993;0,001;8,56E-08;;
5,511;8,83E-05;0,038230258;0,001;8,83E-08;;
5,512;9,49E-05;0,03832511;0,001;9,49E-08;;
5,513;9,66E-05;0,038421719;0,001;9,66E-08;;
5,514;8,65E-05;0,038508228;0,001;8,65E-08;;
5,515;8,69E-05;0,038595175;0,001;8,69E-08;;
5,516;8,48E-05;0,038679928;0,001;8,48E-08;;
5,517;7,95E-05;0,03875941;0,001;7,95E-08;;
5,518;8,87E-05;0,038848115;0,001;8,87E-08;;
5,519;8,48E-05;0,038932867;0,001;8,48E-08;;
5,52;8,34E-05;0,039016301;0,001;8,34E-08;;
5,521;8,69E-05;0,039103249;0,001;8,69E-08;;
5,522;8,30E-05;0,039186245;0,001;8,30E-08;;
5,523;8,30E-05;0,039269241;0,001;8,30E-08;;
5,524;8,30E-05;0,039352236;0,001;8,30E-08;;
5,525;8,34E-05;0,039435671;0,001;8,34E-08;;
5,526;8,08E-05;0,039516471;0,001;8,08E-08;;
5,527;8,96E-05;0,039606054;0,001;8,96E-08;;
5,528;8,91E-05;0,039695197;0,001;8,91E-08;;
5,529;8,61E-05;0,039781267;0,001;8,61E-08;;
5,53;8,96E-05;0,039870849;0,001;8,96E-08;;
5,531;0,000107148;0,039977997;0,001;1,07E-07;;
5,532;9,00E-05;0,040068019;0,001;9,00E-08;;
5,533;8,78E-05;0,040155845;0,001;8,78E-08;;
5,534;8,48E-05;0,040240597;0,001;8,48E-08;;
5,535;8,26E-05;0,040323154;0,001;8,26E-08;;
5,536;8,21E-05;0,040405271;0,001;8,21E-08;;
5,537;8,61E-05;0,040491341;0,001;8,61E-08;;
5,538;8,43E-05;0,040575654;0,001;8,43E-08;;
5,539;8,78E-05;0,04066348;0,001;8,78E-08;;
5,54;8,04E-05;0,040743841;0,001;8,04E-08;;
5,541;8,12E-05;0,04082508;0,001;8,12E-08;;
5,542;8,43E-05;0,040909393;0,001;8,43E-08;;
5,543;8,56E-05;0,040995023;0,001;8,56E-08;;
5,544;8,52E-05;0,041080215;0,001;8,52E-08;;
5,545;8,74E-05;0,041167602;0,001;8,74E-08;;
5,546;8,26E-05;0,041250158;0,001;8,26E-08;;
5,547;8,12E-05;0,041331397;0,001;8,12E-08;;
5,548;8,48E-05;0,041416149;0,001;8,48E-08;;
5,549;7,90E-05;0,041495193;0,001;7,90E-08;;
5,55;8,12E-05;0,041576432;0,001;8,12E-08;;
5,551;7,86E-05;0,041655036;0,001;7,86E-08;;
5,552;8,17E-05;0,041736715;0,001;8,17E-08;;
5,553;8,34E-05;0,041820149;0,001;8,34E-08;;
5,554;8,21E-05;0,041902267;0,001;8,21E-08;;
5,555;8,34E-05;0,041985702;0,001;8,34E-08;;
5,556;8,48E-05;0,042070454;0,001;8,48E-08;;
5,557;8,48E-05;0,042155206;0,001;8,48E-08;;
5,558;8,91E-05;0,042244349;0,001;8,91E-08;;
5,559;7,99E-05;0,042324271;0,001;7,99E-08;;
5,56;8,48E-05;0,042409023;0,001;8,48E-08;;
5,561;8,21E-05;0,042491141;0,001;8,21E-08;;
5,562;8,48E-05;0,042575893;0,001;8,48E-08;;
5,563;9,13E-05;0,042667232;0,001;9,13E-08;;
5,564;8,21E-05;0,042749349;0,001;8,21E-08;;
5,565;8,61E-05;0,042835419;0,001;8,61E-08;;
5,566;8,48E-05;0,042920171;0,001;8,48E-08;;
5,567;8,48E-05;0,043004923;0,001;8,48E-08;;
5,568;8,83E-05;0,043093189;0,001;8,83E-08;;
5,569;8,83E-05;0,043181454;0,001;8,83E-08;;
5,57;8,26E-05;0,04326401;0,001;8,26E-08;;
5,571;8,74E-05;0,043351397;0,001;8,74E-08;;
5,572;8,43E-05;0,04343571;0,001;8,43E-08;;
5,573;8,48E-05;0,043520463;0,001;8,48E-08;;
5,574;7,99E-05;0,043600384;0,001;7,99E-08;;
5,575;8,87E-05;0,043689089;0,001;8,87E-08;;
5,576;8,74E-05;0,043776476;0,001;8,74E-08;;
5,577;8,04E-05;0,043856836;0,001;8,04E-08;;
5,578;8,56E-05;0,043942467;0,001;8,56E-08;;
5,579;8,87E-05;0,044031171;0,001;8,87E-08;;
5,58;8,52E-05;0,044116363;0,001;8,52E-08;;
5,581;8,52E-05;0,044201554;0,001;8,52E-08;;
5,582;8,21E-05;0,044283671;0,001;8,21E-08;;
5,583;8,61E-05;0,044369741;0,001;8,61E-08;;
5,584;8,56E-05;0,044455371;0,001;8,56E-08;;
5,585;8,43E-05;0,044539684;0,001;8,43E-08;;
5,586;8,04E-05;0,044620045;0,001;8,04E-08;;
5,587;8,34E-05;0,04470348;0,001;8,34E-08;;
5,588;7,68E-05;0,044780328;0,001;7,68E-08;;
5,589;7,77E-05;0,044858054;0,001;7,77E-08;;
5,59;7,86E-05;0,044936658;0,001;7,86E-08;;
5,591;8,48E-05;0,04502141;0,001;8,48E-08;;
5,592;8,21E-05;0,045103528;0,001;8,21E-08;;
5,593;8,43E-05;0,045187841;0,001;8,43E-08;;
5,594;8,21E-05;0,045269958;0,001;8,21E-08;;
5,595;8,34E-05;0,045353393;0,001;8,34E-08;;
5,596;7,99E-05;0,045433315;0,001;7,99E-08;;
5,597;8,43E-05;0,045517628;0,001;8,43E-08;;
5,598;7,90E-05;0,045596671;0,001;7,90E-08;;
5,599;8,43E-05;0,045680984;0,001;8,43E-08;;
5,6;8,96E-05;0,045770567;0,001;8,96E-08;;
5,601;8,04E-05;0,045850928;0,001;8,04E-08;;
5,602;8,30E-05;0,045933923;0,001;8,30E-08;;
5,603;8,39E-05;0,046017797;0,001;8,39E-08;;
5,604;8,83E-05;0,046106063;0,001;8,83E-08;;
5,605;8,78E-05;0,046193889;0,001;8,78E-08;;
5,606;8,52E-05;0,04627908;0,001;8,52E-08;;
5,607;8,30E-05;0,046362076;0,001;8,30E-08;;
5,608;8,34E-05;0,04644551;0,001;8,34E-08;;
5,609;8,52E-05;0,046530702;0,001;8,52E-08;;
5,61;8,26E-05;0,046613258;0,001;8,26E-08;;
5,611;8,26E-05;0,046695815;0,001;8,26E-08;;
5,612;8,65E-05;0,046782324;0,001;8,65E-08;;
5,613;7,95E-05;0,046861806;0,001;7,95E-08;;
5,614;8,34E-05;0,046945241;0,001;8,34E-08;;
5,615;8,21E-05;0,047027358;0,001;8,21E-08;;
5,616;8,12E-05;0,047108597;0,001;8,12E-08;;
5,617;8,26E-05;0,047191154;0,001;8,26E-08;;
5,618;8,56E-05;0,047276784;0,001;8,56E-08;;
5,619;8,21E-05;0,047358902;0,001;8,21E-08;;
5,62;7,95E-05;0,047438384;0,001;7,95E-08;;
5,621;8,34E-05;0,047521819;0,001;8,34E-08;;
5,622;8,26E-05;0,047604376;0,001;8,26E-08;;
5,623;8,83E-05;0,047692641;0,001;8,83E-08;;
5,624;8,26E-05;0,047775197;0,001;8,26E-08;;
5,625;8,56E-05;0,047860828;0,001;8,56E-08;;
5,626;8,08E-05;0,047941628;0,001;8,08E-08;;
5,627;8,39E-05;0,048025502;0,001;8,39E-08;;
5,628;8,52E-05;0,048110693;0,001;8,52E-08;;
5,629;7,95E-05;0,048190176;0,001;7,95E-08;;
5,63;8,39E-05;0,04827405;0,001;8,39E-08;;
5,631;8,74E-05;0,048361437;0,001;8,74E-08;;
5,632;8,39E-05;0,048445311;0,001;8,39E-08;;
5,633;8,78E-05;0,048533137;0,001;8,78E-08;;
5,634;7,68E-05;0,048609984;0,001;7,68E-08;;
5,635;8,30E-05;0,04869298;0,001;8,30E-08;;
5,636;8,52E-05;0,048778171;0,001;8,52E-08;;
5,637;9,00E-05;0,048868193;0,001;9,00E-08;;
5,638;8,12E-05;0,048949432;0,001;8,12E-08;;
5,639;8,65E-05;0,049035941;0,001;8,65E-08;;
5,64;7,99E-05;0,049115863;0,001;7,99E-08;;
5,641;8,78E-05;0,049203689;0,001;8,78E-08;;
5,642;7,95E-05;0,049283171;0,001;7,95E-08;;
5,643;7,77E-05;0,049360898;0,001;7,77E-08;;
5,644;8,17E-05;0,049442576;0,001;8,17E-08;;
5,645;8,34E-05;0,049526011;0,001;8,34E-08;;
5,646;8,17E-05;0,049607689;0,001;8,17E-08;;
5,647;7,95E-05;0,049687171;0,001;7,95E-08;;
5,648;8,52E-05;0,049772363;0,001;8,52E-08;;
5,649;7,82E-05;0,049850528;0,001;7,82E-08;;
5,65;8,12E-05;0,049931767;0,001;8,12E-08;;
5,651;7,99E-05;0,050011689;0,001;7,99E-08;;
5,652;8,87E-05;0,050100393;0,001;8,87E-08;;
5,653;7,90E-05;0,050179437;0,001;7,90E-08;;
5,654;8,26E-05;0,050261993;0,001;8,26E-08;;
5,655;9,00E-05;0,050352015;0,001;9,00E-08;;
5,656;8,26E-05;0,050434571;0,001;8,26E-08;;
5,657;8,61E-05;0,050520641;0,001;8,61E-08;;
5,658;8,08E-05;0,050601441;0,001;8,08E-08;;
5,659;8,56E-05;0,050687072;0,001;8,56E-08;;
5,66;8,48E-05;0,050771824;0,001;8,48E-08;;
5,661;8,87E-05;0,050860528;0,001;8,87E-08;;
5,662;7,90E-05;0,050939572;0,001;7,90E-08;;
5,663;8,34E-05;0,051023006;0,001;8,34E-08;;
5,664;8,65E-05;0,051109515;0,001;8,65E-08;;
5,665;8,48E-05;0,051194267;0,001;8,48E-08;;
5,666;8,17E-05;0,051275945;0,001;8,17E-08;;
5,667;8,04E-05;0,051356306;0,001;8,04E-08;;
5,668;7,82E-05;0,051434472;0,001;7,82E-08;;
5,669;8,61E-05;0,051520541;0,001;8,61E-08;;
5,67;8,17E-05;0,051602219;0,001;8,17E-08;;
5,671;8,17E-05;0,051683898;0,001;8,17E-08;;
5,672;7,77E-05;0,051761624;0,001;7,77E-08;;
5,673;8,34E-05;0,051845059;0,001;8,34E-08;;
5,674;7,95E-05;0,051924541;0,001;7,95E-08;;
5,675;7,60E-05;0,052000511;0,001;7,60E-08;;
5,676;8,48E-05;0,052085263;0,001;8,48E-08;;
5,677;8,43E-05;0,052169576;0,001;8,43E-08;;
5,678;8,30E-05;0,052252572;0,001;8,30E-08;;
5,679;8,21E-05;0,052334689;0,001;8,21E-08;;
5,68;8,52E-05;0,05241988;0,001;8,52E-08;;
5,681;8,04E-05;0,052500241;0,001;8,04E-08;;
5,682;8,69E-05;0,052587189;0,001;8,69E-08;;
5,683;8,17E-05;0,052668867;0,001;8,17E-08;;
5,684;8,30E-05;0,052751863;0,001;8,30E-08;;
5,685;8,26E-05;0,052834419;0,001;8,26E-08;;
5,686;7,95E-05;0,052913902;0,001;7,95E-08;;
5,687;8,74E-05;0,053001289;0,001;8,74E-08;;
5,688;7,42E-05;0,053075502;0,001;7,42E-08;;
5,689;8,21E-05;0,053157619;0,001;8,21E-08;;
5,69;7,90E-05;0,053236663;0,001;7,90E-08;;
5,691;7,90E-05;0,053315706;0,001;7,90E-08;;
5,692;7,99E-05;0,053395628;0,001;7,99E-08;;
5,693;8,04E-05;0,053475989;0,001;8,04E-08;;
5,694;7,82E-05;0,053554154;0,001;7,82E-08;;
5,695;8,30E-05;0,05363715;0,001;8,30E-08;;
5,696;8,08E-05;0,05371795;0,001;8,08E-08;;
5,697;7,86E-05;0,053796554;0,001;7,86E-08;;
5,698;8,78E-05;0,05388438;0,001;8,78E-08;;
5,699;7,86E-05;0,053962985;0,001;7,86E-08;;
5,7;7,82E-05;0,05404115;0,001;7,82E-08;;
5,701;7,86E-05;0,054119754;0,001;7,86E-08;;
5,702;7,73E-05;0,054197041;0,001;7,73E-08;;
5,703;7,16E-05;0,054268619;0,001;7,16E-08;;
5,704;7,20E-05;0,054340637;0,001;7,20E-08;;
5,705;8,96E-05;0,054430219;0,001;8,96E-08;;
5,706;7,95E-05;0,054509702;0,001;7,95E-08;;
5,707;8,48E-05;0,054594454;0,001;8,48E-08;;
5,708;8,74E-05;0,054681841;0,001;8,74E-08;;
5,709;8,08E-05;0,054762641;0,001;8,08E-08;;
5,71;8,26E-05;0,054845198;0,001;8,26E-08;;
5,711;7,77E-05;0,054922924;0,001;7,77E-08;;
5,712;8,48E-05;0,055007676;0,001;8,48E-08;;
5,713;8,69E-05;0,055094624;0,001;8,69E-08;;
5,714;8,52E-05;0,055179815;0,001;8,52E-08;;
5,715;8,12E-05;0,055261054;0,001;8,12E-08;;
5,716;8,26E-05;0,055343611;0,001;8,26E-08;;
5,717;8,43E-05;0,055427924;0,001;8,43E-08;;
5,718;8,12E-05;0,055509163;0,001;8,12E-08;;
5,719;8,48E-05;0,055593915;0,001;8,48E-08;;
5,72;7,99E-05;0,055673837;0,001;7,99E-08;;
5,721;7,68E-05;0,055750685;0,001;7,68E-08;;
5,722;7,99E-05;0,055830606;0,001;7,99E-08;;
5,723;8,04E-05;0,055910967;0,001;8,04E-08;;
5,724;8,30E-05;0,055993963;0,001;8,30E-08;;
5,725;8,48E-05;0,056078715;0,001;8,48E-08;;
5,726;8,78E-05;0,056166541;0,001;8,78E-08;;
5,727;8,74E-05;0,056253928;0,001;8,74E-08;;
5,728;8,08E-05;0,056334728;0,001;8,08E-08;;
5,729;8,69E-05;0,056421676;0,001;8,69E-08;;
5,73;7,60E-05;0,056497646;0,001;7,60E-08;;
5,731;8,30E-05;0,056580641;0,001;8,30E-08;;
5,732;7,86E-05;0,056659246;0,001;7,86E-08;;
5,733;7,99E-05;0,056739167;0,001;7,99E-08;;
5,734;8,04E-05;0,056819528;0,001;8,04E-08;;
5,735;7,51E-05;0,05689462;0,001;7,51E-08;;
5,736;7,77E-05;0,056972346;0,001;7,77E-08;;
5,737;7,77E-05;0,057050072;0,001;7,77E-08;;
5,738;7,73E-05;0,057127359;0,001;7,73E-08;;
5,739;7,73E-05;0,057204646;0,001;7,73E-08;;
5,74;7,51E-05;0,057279737;0,001;7,51E-08;;
5,741;8,04E-05;0,057360098;0,001;8,04E-08;;
5,742;7,95E-05;0,05743958;0,001;7,95E-08;;
5,743;8,12E-05;0,05752082;0,001;8,12E-08;;
5,744;7,47E-05;0,057595472;0,001;7,47E-08;;
5,745;7,90E-05;0,057674515;0,001;7,90E-08;;
5,746;7,95E-05;0,057753998;0,001;7,95E-08;;
5,747;7,82E-05;0,057832163;0,001;7,82E-08;;
5,748;8,39E-05;0,057916037;0,001;8,39E-08;;
5,749;7,95E-05;0,05799552;0,001;7,95E-08;;
5,75;7,33E-05;0,058068854;0,001;7,33E-08;;
5,751;7,60E-05;0,058144824;0,001;7,60E-08;;
5,752;7,90E-05;0,058223867;0,001;7,90E-08;;
5,753;8,26E-05;0,058306424;0,001;8,26E-08;;
5,754;7,33E-05;0,058379759;0,001;7,33E-08;;
5,755;8,26E-05;0,058462315;0,001;8,26E-08;;
5,756;8,04E-05;0,058542676;0,001;8,04E-08;;
5,757;7,20E-05;0,058614694;0,001;7,20E-08;;
5,758;7,25E-05;0,05868715;0,001;7,25E-08;;
5,759;8,12E-05;0,058768389;0,001;8,12E-08;;
5,76;7,11E-05;0,058839528;0,001;7,11E-08;;
5,761;7,99E-05;0,05891945;0,001;7,99E-08;;
5,762;7,82E-05;0,058997615;0,001;7,82E-08;;
5,763;8,48E-05;0,059082367;0,001;8,48E-08;;
5,764;8,08E-05;0,059163167;0,001;8,08E-08;;
5,765;7,90E-05;0,059242211;0,001;7,90E-08;;
5,766;7,25E-05;0,059314667;0,001;7,25E-08;;
5,767;8,30E-05;0,059397663;0,001;8,30E-08;;
5,768;7,90E-05;0,059476707;0,001;7,90E-08;;
5,769;8,21E-05;0,059558824;0,001;8,21E-08;;
5,77;7,16E-05;0,059630402;0,001;7,16E-08;;
5,771;8,04E-05;0,059710763;0,001;8,04E-08;;
5,772;7,51E-05;0,059785854;0,001;7,51E-08;;
5,773;7,29E-05;0,05985875;0,001;7,29E-08;;
5,774;7,33E-05;0,059932085;0,001;7,33E-08;;
5,775;8,12E-05;0,060013324;0,001;8,12E-08;;
5,776;7,95E-05;0,060092807;0,001;7,95E-08;;
5,777;8,17E-05;0,060174485;0,001;8,17E-08;;
5,778;7,82E-05;0,06025265;0,001;7,82E-08;;
5,779;8,12E-05;0,060333889;0,001;8,12E-08;;
5,78;8,43E-05;0,060418202;0,001;8,43E-08;;
5,781;7,86E-05;0,060496807;0,001;7,86E-08;;
5,782;8,17E-05;0,060578485;0,001;8,17E-08;;
5,783;8,78E-05;0,060666311;0,001;8,78E-08;;
5,784;9,13E-05;0,06075765;0,001;9,13E-08;;
5,785;7,99E-05;0,060837572;0,001;7,99E-08;;
5,786;8,17E-05;0,06091925;0,001;8,17E-08;;
5,787;7,99E-05;0,060999172;0,001;7,99E-08;;
5,788;8,17E-05;0,06108085;0,001;8,17E-08;;
5,789;8,87E-05;0,061169555;0,001;8,87E-08;;
5,79;8,30E-05;0,06125255;0,001;8,30E-08;;
5,791;8,21E-05;0,061334668;0,001;8,21E-08;;
5,792;8,78E-05;0,061422494;0,001;8,78E-08;;
5,793;7,42E-05;0,061496707;0,001;7,42E-08;;
5,794;7,86E-05;0,061575311;0,001;7,86E-08;;
5,795;8,83E-05;0,061663576;0,001;8,83E-08;;
5,796;8,21E-05;0,061745694;0,001;8,21E-08;;
5,797;7,95E-05;0,061825176;0,001;7,95E-08;;
5,798;7,73E-05;0,061902463;0,001;7,73E-08;;
5,799;9,53E-05;0,061997755;0,001;9,53E-08;;
5,8;8,96E-05;0,062087337;0,001;8,96E-08;;
5,801;7,77E-05;0,062165063;0,001;7,77E-08;;
5,802;8,12E-05;0,062246302;0,001;8,12E-08;;
5,803;8,74E-05;0,062333689;0,001;8,74E-08;;
5,804;8,30E-05;0,062416685;0,001;8,30E-08;;
5,805;7,77E-05;0,062494411;0,001;7,77E-08;;
5,806;8,04E-05;0,062574772;0,001;8,04E-08;;
5,807;8,17E-05;0,06265645;0,001;8,17E-08;;
5,808;9,13E-05;0,062747789;0,001;9,13E-08;;
5,809;8,21E-05;0,062829907;0,001;8,21E-08;;
5,81;8,39E-05;0,062913781;0,001;8,39E-08;;
5,811;8,04E-05;0,062994142;0,001;8,04E-08;;
5,812;7,86E-05;0,063072746;0,001;7,86E-08;;
5,813;7,73E-05;0,063150033;0,001;7,73E-08;;
5,814;8,21E-05;0,06323215;0,001;8,21E-08;;
5,815;7,16E-05;0,063303728;0,001;7,16E-08;;
5,816;8,48E-05;0,063388481;0,001;8,48E-08;;
5,817;7,68E-05;0,063465329;0,001;7,68E-08;;
5,818;7,11E-05;0,063536468;0,001;7,11E-08;;
5,819;8,21E-05;0,063618585;0,001;8,21E-08;;
5,82;8,61E-05;0,063704655;0,001;8,61E-08;;
5,821;7,95E-05;0,063784137;0,001;7,95E-08;;
5,822;7,90E-05;0,063863181;0,001;7,90E-08;;
5,823;7,90E-05;0,063942224;0,001;7,90E-08;;
5,824;7,51E-05;0,064017315;0,001;7,51E-08;;
5,825;7,68E-05;0,064094163;0,001;7,68E-08;;
5,826;7,73E-05;0,06417145;0,001;7,73E-08;;
5,827;8,08E-05;0,06425225;0,001;8,08E-08;;
5,828;7,86E-05;0,064330855;0,001;7,86E-08;;
5,829;8,34E-05;0,064414289;0,001;8,34E-08;;
5,83;8,04E-05;0,06449465;0,001;8,04E-08;;
5,831;8,48E-05;0,064579402;0,001;8,48E-08;;
5,832;7,90E-05;0,064658446;0,001;7,90E-08;;
5,833;8,21E-05;0,064740563;0,001;8,21E-08;;
5,834;8,30E-05;0,064823559;0,001;8,30E-08;;
5,835;9,44E-05;0,064917972;0,001;9,44E-08;;
5,836;8,39E-05;0,065001846;0,001;8,39E-08;;
5,837;8,12E-05;0,065083085;0,001;8,12E-08;;
5,838;7,73E-05;0,065160372;0,001;7,73E-08;;
5,839;7,47E-05;0,065235024;0,001;7,47E-08;;
5,84;7,86E-05;0,065313629;0,001;7,86E-08;;
5,841;7,38E-05;0,065387402;0,001;7,38E-08;;
5,842;7,99E-05;0,065467324;0,001;7,99E-08;;
5,843;8,08E-05;0,065548124;0,001;8,08E-08;;
5,844;7,90E-05;0,065627168;0,001;7,90E-08;;
5,845;7,82E-05;0,065705333;0,001;7,82E-08;;
5,846;7,60E-05;0,065781302;0,001;7,60E-08;;
5,847;8,26E-05;0,065863859;0,001;8,26E-08;;
5,848;8,43E-05;0,065948172;0,001;8,43E-08;;
5,849;8,65E-05;0,066034681;0,001;8,65E-08;;
5,85;8,91E-05;0,066123824;0,001;8,91E-08;;
5,851;8,30E-05;0,06620682;0,001;8,30E-08;;
5,852;7,73E-05;0,066284107;0,001;7,73E-08;;
5,853;7,68E-05;0,066360955;0,001;7,68E-08;;
5,854;7,47E-05;0,066435607;0,001;7,47E-08;;
5,855;8,08E-05;0,066516407;0,001;8,08E-08;;
5,856;7,38E-05;0,066590181;0,001;7,38E-08;;
5,857;8,12E-05;0,06667142;0,001;8,12E-08;;
5,858;8,39E-05;0,066755294;0,001;8,39E-08;;
5,859;8,08E-05;0,066836094;0,001;8,08E-08;;
5,86;7,68E-05;0,066912942;0,001;7,68E-08;;
5,861;7,90E-05;0,066991985;0,001;7,90E-08;;
5,862;8,04E-05;0,067072346;0,001;8,04E-08;;
5,863;7,90E-05;0,067151389;0,001;7,90E-08;;
5,864;7,82E-05;0,067229555;0,001;7,82E-08;;
5,865;7,90E-05;0,067308598;0,001;7,90E-08;;
5,866;8,43E-05;0,067392911;0,001;8,43E-08;;
5,867;7,99E-05;0,067472833;0,001;7,99E-08;;
5,868;8,83E-05;0,067561098;0,001;8,83E-08;;
5,869;8,87E-05;0,067649803;0,001;8,87E-08;;
5,87;8,74E-05;0,06773719;0,001;8,74E-08;;
5,871;7,29E-05;0,067810085;0,001;7,29E-08;;
5,872;8,08E-05;0,067890885;0,001;8,08E-08;;
5,873;7,82E-05;0,06796905;0,001;7,82E-08;;
5,874;8,30E-05;0,068052046;0,001;8,30E-08;;
5,875;7,11E-05;0,068123185;0,001;7,11E-08;;
5,876;7,73E-05;0,068200472;0,001;7,73E-08;;
5,877;8,04E-05;0,068280833;0,001;8,04E-08;;
5,878;7,11E-05;0,068351972;0,001;7,11E-08;;
5,879;8,39E-05;0,068435846;0,001;8,39E-08;;
5,88;7,29E-05;0,068508742;0,001;7,29E-08;;
5,881;7,51E-05;0,068583833;0,001;7,51E-08;;
5,882;8,04E-05;0,068664194;0,001;8,04E-08;;
5,883;7,55E-05;0,068739724;0,001;7,55E-08;;
5,884;8,04E-05;0,068820085;0,001;8,04E-08;;
5,885;8,39E-05;0,068903959;0,001;8,39E-08;;
5,886;7,90E-05;0,068983003;0,001;7,90E-08;;
5,887;7,64E-05;0,069059411;0,001;7,64E-08;;
5,888;7,33E-05;0,069132746;0,001;7,33E-08;;
5,889;7,47E-05;0,069207398;0,001;7,47E-08;;
5,89;7,42E-05;0,069281611;0,001;7,42E-08;;
5,891;8,08E-05;0,069362411;0,001;8,08E-08;;
5,892;7,55E-05;0,069437942;0,001;7,55E-08;;
5,893;7,60E-05;0,069513911;0,001;7,60E-08;;
5,894;8,34E-05;0,069597346;0,001;8,34E-08;;
5,895;7,90E-05;0,06967639;0,001;7,90E-08;;
5,896;8,65E-05;0,069762898;0,001;8,65E-08;;
5,897;7,86E-05;0,069841503;0,001;7,86E-08;;
5,898;7,38E-05;0,069915277;0,001;7,38E-08;;
5,899;7,25E-05;0,069987733;0,001;7,25E-08;;
5,9;8,39E-05;0,070071607;0,001;8,39E-08;;
5,901;8,26E-05;0,070154164;0,001;8,26E-08;;
5,902;8,74E-05;0,07024155;0,001;8,74E-08;;
5,903;8,34E-05;0,070324985;0,001;8,34E-08;;
5,904;8,61E-05;0,070411055;0,001;8,61E-08;;
5,905;8,52E-05;0,070496246;0,001;8,52E-08;;
5,906;6,72E-05;0,070563433;0,001;6,72E-08;;
5,907;7,16E-05;0,070635011;0,001;7,16E-08;;
5,908;7,20E-05;0,070707029;0,001;7,20E-08;;
5,909;7,42E-05;0,070781242;0,001;7,42E-08;;
5,91;7,42E-05;0,070855455;0,001;7,42E-08;;
5,911;7,68E-05;0,070932303;0,001;7,68E-08;;
5,912;7,99E-05;0,071012224;0,001;7,99E-08;;
5,913;8,04E-05;0,071092585;0,001;8,04E-08;;
5,914;7,20E-05;0,071164603;0,001;7,20E-08;;
5,915;7,95E-05;0,071244085;0,001;7,95E-08;;
5,916;8,30E-05;0,071327081;0,001;8,30E-08;;
5,917;7,99E-05;0,071407003;0,001;7,99E-08;;
5,918;7,42E-05;0,071481216;0,001;7,42E-08;;
5,919;7,64E-05;0,071557624;0,001;7,64E-08;;
5,92;7,16E-05;0,071629203;0,001;7,16E-08;;
5,921;7,77E-05;0,071706929;0,001;7,77E-08;;
5,922;7,51E-05;0,07178202;0,001;7,51E-08;;
5,923;7,29E-05;0,071854916;0,001;7,29E-08;;
5,924;7,51E-05;0,071930007;0,001;7,51E-08;;
5,925;7,73E-05;0,072007294;0,001;7,73E-08;;
5,926;6,85E-05;0,072075798;0,001;6,85E-08;;
5,927;7,99E-05;0,07215572;0,001;7,99E-08;;
5,928;7,60E-05;0,07223169;0,001;7,60E-08;;
5,929;7,55E-05;0,07230722;0,001;7,55E-08;;
5,93;7,29E-05;0,072380116;0,001;7,29E-08;;
5,931;7,73E-05;0,072457403;0,001;7,73E-08;;
5,932;6,94E-05;0,072526785;0,001;6,94E-08;;
5,933;7,33E-05;0,07260012;0,001;7,33E-08;;
5,934;7,11E-05;0,072671259;0,001;7,11E-08;;
5,935;7,55E-05;0,07274679;0,001;7,55E-08;;
5,936;7,99E-05;0,072826711;0,001;7,99E-08;;
5,937;7,25E-05;0,072899168;0,001;7,25E-08;;
5,938;7,20E-05;0,072971185;0,001;7,20E-08;;
5,939;7,29E-05;0,073044081;0,001;7,29E-08;;
5,94;6,98E-05;0,073113903;0,001;6,98E-08;;
5,941;7,64E-05;0,073190311;0,001;7,64E-08;;
5,942;6,37E-05;0,073253985;0,001;6,37E-08;;
5,943;7,20E-05;0,073326003;0,001;7,20E-08;;
5,944;7,03E-05;0,073396264;0,001;7,03E-08;;
5,945;7,07E-05;0,073466964;0,001;7,07E-08;;
5,946;7,11E-05;0,073538103;0,001;7,11E-08;;
5,947;6,85E-05;0,073606607;0,001;6,85E-08;;
5,948;7,60E-05;0,073682577;0,001;7,60E-08;;
5,949;6,54E-05;0,073748007;0,001;6,54E-08;;
